pre,post,n
864691135800635746,864691134965184031,1
864691135615107275,864691134965230879,1
864691136579358228,864691134965328671,1
864691135448115028,864691134948421372,2
864691135711594388,864691134948263420,2
864691135196576298,864691134949519612,1
864691135209739385,864691134965428255,4
864691135577269765,864691134949368316,2
864691136006161610,864691134940964963,1
864691135839994515,864691134940946787,1
864691134940964963,864691134940964963,24
864691135429932848,864691134964455967,1
864691136740442204,864691134965296415,1
864691135865705436,864691134949774844,1
864691135346603423,864691134965612319,1
864691136124629542,864691134965184287,1
864691136912559601,864691134965403167,2
864691136236688143,864691134947985148,1
864691135464482885,864691134965735199,1
864691136008915372,864691134965337887,1
864691135939640324,864691134949219324,5
864691136362298082,864691134965403167,1
864691136391128695,864691134947962620,3
864691136766683758,864691134947959548,1
864691135133593248,864691134940781411,1
864691136331448810,864691134966051871,1
864691135640185915,864691134942221411,1
864691135566499415,864691134965402143,2
864691136813865843,864691134949519612,8
864691136740924764,864691134940964963,4
864691135476737856,864691134940836963,1
864691135704914580,864691134964690207,1
864691135477460544,864691134942221411,1
864691135281208481,864691134947423740,1
864691136119046564,864691134964469535,3
864691135939640324,864691134965403167,1
864691136976123676,864691134940963171,1
864691136138622333,864691134948352764,3
864691135867643158,864691134988946810,1
864691136924736740,864691134948421372,2
864691136362674914,864691134947423740,1
864691135955954696,864691134949368316,1
864691135565510167,864691134948224764,1
864691135307823942,864691134940946787,2
864691135343462597,864691134966051871,1
864691135784685619,864691134948421372,6
864691135398955809,864691134940836963,2
864691136534303906,864691134965343775,3
864691136119046564,864691134940726115,1
864691135209280633,864691134950034684,1
864691135683729906,864691134965190687,1
864691135865964158,864691134949219324,1
864691135059455643,864691134947793916,1
864691135517773706,864691134949087228,1
864691136108747960,864691134940950883,1
864691135325584796,864691134948373756,3
864691136389687312,864691134949368316,1
864691135858532142,864691134965694495,2
864691135716172314,864691134965434399,1
864691135213077304,864691134988902778,1
864691135938938421,864691134947936508,1
864691136195092182,864691134948272636,1
864691137199973441,864691134966710559,3
864691135571779109,864691134942077795,1
864691135479404230,864691134940757347,1
864691134965694495,864691134965694495,12
864691135991094272,864691134949368316,1
864691135477474624,864691134940872035,1
864691135565361175,864691134948377340,1
864691135060332699,864691134949368316,1
864691136195802344,864691134948421372,2
864691135919170736,864691134965230879,4
864691135658343554,864691134965402143,1
864691134942699107,864691134942667363,2
864691136084664940,864691134965296415,3
864691134990847098,864691134940836963,1
864691135256556975,864691134940970339,1
864691136010800812,864691134949368316,1
864691135774514507,864691134966710559,2
864691136084664940,864691134965184031,1
864691136034560187,864691134964823071,2
864691135662588656,864691134942221411,1
864691135573421861,864691134950034684,1
864691136992612757,864691134949774844,8
864691135699905557,864691134949087228,1
864691135013908886,864691134964469535,1
864691137199359553,864691134940757347,2
864691135886345072,864691134965403167,6
864691135944010356,864691134940836963,6
864691135274738193,864691134949087228,1
864691136057918168,864691134948223484,1
864691135346954143,864691134965328671,4
864691136672686471,864691134965175071,1
864691135137357081,864691134940726115,3
864691136578016020,864691134964469535,5
864691136084039276,864691134965402143,1
864691135441548872,864691134947793916,1
864691135873742734,864691134948287228,1
864691136041063254,864691134965428255,1
864691135718228372,864691134949774844,3
864691135639443003,864691134988437370,1
864691135579207685,864691134966710559,1
864691135777400237,864691134940970339,1
864691135277328613,864691134940739171,1
864691135235496025,864691134965343775,1
864691135455823978,864691134966710559,1
864691135918783664,864691134965364255,1
864691135890472073,864691134948423676,2
864691135404212462,864691134942077795,2
864691135785096499,864691134940726115,2
864691135997680042,864691134947423740,1
864691135659498114,864691134948367100,1
864691135294633654,864691134988902778,1
864691135346603423,864691134948377340,1
864691135303148455,864691134940809315,1
864691134965196575,864691134965196575,25
864691136307143063,864691134965428255,2
864691136005816266,864691134940872035,2
864691134940809315,864691134940809315,15
864691135384285931,864691134949368316,1
864691136708588918,864691134941168227,1
864691135686818743,864691134965328671,1
864691136380312021,864691134965328671,1
864691135498040851,864691134940757347,1
864691135696928410,864691134940757347,1
864691135515306226,864691134964447775,1
864691135015655574,864691134965735199,1
864691135926608142,864691134988437370,2
864691135212492992,864691134966852383,1
864691135569282284,864691134964690207,1
864691135615803497,864691134942667363,2
864691136116916900,864691134947962620,2
864691135584548973,864691134965428255,1
864691135777598048,864691134966852383,2
864691135385375723,864691134965428255,1
864691135429610288,864691134940950883,1
864691135577793054,864691134940726115,2
864691135274286097,864691134940869731,1
864691136034633659,864691134966710559,2
864691135764231478,864691134947936508,1
864691135503512898,864691134965296415,1
864691134949806844,864691134949219324,3
864691135884256624,864691134948278780,1
864691135309486662,864691134966051871,2
864691135760522574,864691134940726115,3
864691135716476954,864691134965403167,2
864691135698460826,864691134947423740,4
864691135777026221,864691134965694495,2
864691135215235968,864691134948423676,1
864691135646705903,864691134949219324,3
864691135382942682,864691134942221411,3
864691135884754800,864691134948762620,1
864691137056347766,864691134940726115,1
864691135739614577,864691134966051871,2
864691135573336557,864691134947936508,1
864691136331466730,864691134965403167,1
864691135403708910,864691134949519612,1
864691135875569550,864691134965428255,2
864691136137004157,864691134948762620,1
864691135488953146,864691134948278780,1
864691135876732499,864691134966263839,1
864691135322955676,864691134966178335,1
864691135274708753,864691134949519612,7
864691135360986439,864691134988881274,1
864691135867649046,864691134964690207,2
864691134990847098,864691134940726115,1
864691135943566964,864691134964469535,4
864691135917664358,864691134940964963,1
864691135732587449,864691134965328671,1
864691136617693915,864691134941168227,1
864691135339729894,864691134966051871,1
864691136389263735,864691134940809315,1
864691135774221643,864691134948352764,1
864691136238393148,864691134965402143,1
864691136102450037,864691134949519612,2
864691135101431072,864691134949519612,1
864691135233500249,864691134947936508,2
864691135499765267,864691134966710559,6
864691135343509701,864691134948423676,1
864691136422839599,864691134948244732,1
864691135539138162,864691134947959548,1
864691136391396223,864691134949774844,1
864691135384998379,864691134949368316,1
864691136090479159,864691134948263420,2
864691136313770045,864691134965735199,1
864691136336193715,864691134949368316,1
864691135864848254,864691134965263647,1
864691136381089237,864691134949519612,1
864691135305488551,864691134948421372,1
864691135852077255,864691134965694495,1
864691136041642494,864691134949221372,1
864691135442682696,864691134948244732,1
864691136229007953,864691134942221411,2
864691135561048033,864691134964469535,9
864691135739131780,864691134940726115,1
864691135066958404,864691134949737468,1
864691136418632343,864691134966852383,1
864691135811766220,864691134966051871,1
864691136311001690,864691134942221411,1
864691136331421674,864691134940726115,6
864691135519404682,864691134964469535,1
864691135491191903,864691134940836963,1
864691135338769894,864691134966852383,1
864691135539061618,864691134940950883,1
864691136314114621,864691134966051871,1
864691135213925504,864691134966710559,1
864691135586012024,864691134966710559,2
864691135181795586,864691134965402143,1
864691135687863264,864691134940970339,4
864691135877150803,864691134948352764,1
864691136297670427,864691134948423676,1
864691135462903197,864691134965184287,1
864691136119046564,864691134964823071,6
864691135274968337,864691134949087228,1
864691136117069220,864691134948287228,1
864691135133383840,864691134940781411,1
864691136331421674,864691134940739171,1
864691135281208481,864691134949368316,1
864691136312835389,864691134966178335,1
864691136925659722,864691134940946787,1
864691136665155294,864691134948352764,1
864691136331421674,864691134965328671,1
864691135528255940,864691134966791711,3
864691135417819322,864691134949219324,1
864691135616773737,864691134942667363,1
864691136177731846,864691134949737468,1
864691135656579010,864691134949737468,1
864691136363473634,864691134949219324,1
864691135732557241,864691134965735199,2
864691135772243787,864691134965694495,2
864691135343263429,864691134966263839,1
864691135304080039,864691134965230879,1
864691135743079019,864691134940726115,1
864691136897149294,864691134948244732,1
864691136011485614,864691134940757347,2
864691135585953400,864691134965597471,2
864691136287771843,864691134966710559,2
864691136662363901,864691134949774844,1
864691135948823905,864691134949519612,8
864691135569964422,864691134988946810,1
864691135475995968,864691134942221411,15
864691135498465043,864691134965291295,1
864691136675971207,864691134949519612,4
864691135642437457,864691134965428255,1
864691136031738299,864691134965190687,1
864691135743185771,864691134964469535,1
864691136273786302,864691134988437370,1
864691136523829137,864691134964733983,1
864691135349884119,864691134948352764,1
864691135275173861,864691134947985148,1
864691135726451519,864691134940963171,1
864691136665155294,864691134966710559,2
864691135782429235,864691134948224764,1
864691135701289851,864691134947793916,2
864691135210178169,864691134949087228,1
864691135361525831,864691134965184287,1
864691136175076358,864691134947936508,1
864691135014442486,864691134965343775,2
864691135511421449,864691134947423740,1
864691135476575144,864691134965403167,1
864691136814400627,864691134949219324,5
864691135491230567,864691134966710559,1
864691135570256876,864691134988437370,1
864691136057136856,864691134965184287,1
864691135781302096,864691134964469535,1
864691136175784966,864691134948263420,1
864691135590551051,864691134948421372,1
864691137019764334,864691134965428255,1
864691135736296084,864691134942221411,11
864691136275721997,864691134965230879,5
864691135696695450,864691134966852383,2
864691136362485218,864691134948421372,1
864691135540088178,864691134947962620,1
864691134887540986,864691134948352764,1
864691135303142055,864691134965296415,2
864691135843355363,864691134949519612,4
864691136489452050,864691134947962620,2
864691135938612021,864691134948287228,1
864691136311213914,864691134949519612,1
864691135776896429,864691134965184287,1
864691136553724578,864691134965364255,1
864691136021448184,864691134947959548,1
864691135801112930,864691134948272636,1
864691135926372110,864691134947959548,1
864691136329812458,864691134940869731,1
864691135645926127,864691134949368316,1
864691135468050828,864691134948223484,1
864691135012948214,864691134948263420,1
864691135504081474,864691134964469535,1
864691135859698280,864691134947959548,1
864691136040939262,864691134966051871,1
864691136675151751,864691134949519612,2
864691135586865092,864691134949368316,1
864691136389313399,864691134965415455,3
864691136009435308,864691134947959548,1
864691135572179493,864691134940869731,1
864691135938797316,864691134948367100,1
864691135838494867,864691134940726115,3
864691136967029966,864691134966051871,1
864691135294912780,864691134947423740,1
864691135477474624,864691134964455967,1
864691136053680883,864691134966178335,1
864691135891510153,864691134964455967,1
864691135956011016,864691134947962620,1
864691135571678701,864691134948423676,1
864691135579407877,864691134948352764,4
864691136100670325,864691134964733983,1
864691135977914691,864691134966852383,1
864691135754689741,864691134965402143,1
864691136595955362,864691134947936508,1
864691135782865459,864691134942221411,1
864691136210041532,864691134964690207,1
864691135617099113,864691134948287228,3
864691135877150803,864691134966051871,1
864691135362019143,864691134949368316,1
864691135858491438,864691134965328671,2
864691136620192653,864691134948423676,3
864691135738256532,864691134942221411,6
864691136144674612,864691134988902778,1
864691135271535781,864691134964447775,1
864691135474767424,864691134965403167,1
864691135725204395,864691134940726115,1
864691135754523853,864691134940726115,1
864691135877150803,864691134947962620,2
864691135346099103,864691134965403167,1
864691134948335868,864691134940970339,1
864691136926324554,864691134947936508,1
864691135493149927,864691134966710559,1
864691136058116568,864691134965328671,1
864691136137105789,864691134948223484,1
864691135616118475,864691134949368316,1
864691135209039737,864691134949774844,1
864691135359790680,864691134965694495,1
864691136006508490,864691134948367100,1
864691135441778504,864691134966791711,1
864691135760197966,864691134947962620,4
864691135659428482,864691134940964963,1
864691136005816266,864691134949368316,1
864691135720335665,864691134988881274,4
864691135874371726,864691134948223484,1
864691136989960597,864691134965343775,1
864691135275983589,864691134964823071,1
864691135939645444,864691134948244732,2
864691136967671502,864691134948244732,2
864691135294950838,864691134940872035,1
864691135468655500,864691134949737468,1
864691136489248530,864691134947423740,1
864691135891914121,864691134964790815,1
864691136099824501,864691134947959548,1
864691135811646924,864691134949087228,1
864691136311780954,864691134966051871,1
864691136597043106,864691134942077795,2
864691136814060915,864691134947793916,1
864691135662448880,864691134942221411,1
864691135134852256,864691134940739171,1
864691135749572137,864691134965184287,1
864691134949410300,864691134948263420,4
864691135927353044,864691134964455967,1
864691135655245506,864691134965184287,2
864691135276917733,864691134940781411,6
864691136945603551,864691134965364255,1
864691135462779966,864691134948373756,3
864691135545496360,864691134966852383,1
864691136138225533,864691134966852383,1
864691136026382905,864691134947962620,3
864691135181755906,864691134947985148,1
864691135562119649,864691134941168227,1
864691135502608450,864691134965403167,1
864691135374981320,864691134965428255,1
864691136034631611,864691134965190687,1
864691136237217039,864691134965415455,2
864691136662440670,864691134940781411,1
864691135585952892,864691134966791711,3
864691136134434699,864691134988881274,1
864691135888523145,864691134940950883,2
864691136135509131,864691134948244732,1
864691135376028104,864691134966051871,4
864691135157585508,864691134940836963,2
864691135618301801,864691134966051871,2
864691136361492450,864691134940950883,3
864691136273908158,864691134988881274,2
864691136138225533,864691134965403167,1
864691135468926546,864691134948421372,2
864691136675151751,864691134948278780,1
864691136001931978,864691134988881274,4
864691135504081474,864691134941168227,2
864691136331610346,864691134949737468,2
864691135388007765,864691134949519612,3
864691135757239506,864691134965428255,1
864691135347018911,864691134964823071,1
864691136813807475,864691134949221372,2
864691136523971473,864691134942077795,1
864691135376028104,864691134964469535,5
864691135397421345,864691134940946787,1
864691135257249199,864691134949774844,2
864691135211542208,864691134965694495,1
864691135119506909,864691134947962620,1
864691135686656951,864691134965328671,1
864691135755037394,864691134940727907,2
864691135492623591,864691134965612319,6
864691136391381119,864691134940970339,1
864691135760614222,864691134965415455,5
864691135014208918,864691134988437370,2
864691135739149956,864691134965328671,1
864691135776559200,864691134940906339,1
864691135892342921,864691134948263420,1
864691137197807937,864691134948224764,1
864691135725627199,864691134947959548,1
864691135518377427,864691134948244732,1
864691135440885320,864691134949368316,1
864691135988021251,864691134965428255,1
864691135269809573,864691134949774844,2
864691135737758084,864691134940964963,3
864691136603935441,864691134948352764,1
864691135801039970,864691134940946787,1
864691135995190442,864691134942667363,1
864691135561060833,864691134948224764,1
864691135837743763,864691134965332767,1
864691135867033726,864691134940872035,1
864691135234998617,864691134965328671,1
864691135943296372,864691134948244732,6
864691135685084855,864691134941168227,2
864691135738256532,864691134948244732,1
864691135308647494,864691134947793916,2
864691136424607535,864691134949219324,2
864691135212508096,864691134948373756,1
864691135491359335,864691134942221411,2
864691135490984807,864691134948244732,1
864691135504081474,864691134947962620,4
864691135808474909,864691134940970339,1
864691135341123525,864691134965612319,2
864691135927336148,864691134966791711,1
864691136108701112,864691134988450426,3
864691135563052513,864691134965328671,1
864691135123052839,864691134966852383,3
864691135516888787,864691134947959548,1
864691135772987899,864691134942221411,1
864691135343460529,864691134947962620,2
864691135060678299,864691134949368316,1
864691135459568580,864691134942667363,1
864691137199312705,864691134947962620,1
864691136618807181,864691134966852383,2
864691136392682879,864691134948423676,4
864691136663018718,864691134966791711,2
864691135737643924,864691134948421372,5
864691135540519538,864691134949737468,1
864691135860143720,864691134940739171,2
864691135545449256,864691134948352764,2
864691136118878116,864691134949221372,1
864691135864816092,864691134947959548,1
864691135488751162,864691134965343775,1
864691135343588549,864691134949221372,1
864691135387893077,864691134965328671,1
864691135344038321,864691134940726115,3
864691135617099113,864691134966791711,1
864691135865964158,864691134964823071,1
864691136813675891,864691134965223199,1
864691135977736259,864691134965328671,1
864691136967765454,864691134988437370,2
864691135684574391,864691134965343775,1
864691136105475545,864691134965634591,1
864691135067979332,864691134964823071,2
864691135540519538,864691134940726115,7
864691135736296084,864691134948244732,1
864691135540519538,864691134964823071,5
864691136025333561,864691134949221372,1
864691136118427928,864691134949221372,1
864691135441543240,864691134966051871,1
864691134965343775,864691134965343775,6
864691135960960714,864691134965343775,1
864691135398892065,864691134949221372,1
864691136011458734,864691134949221372,5
864691135928477966,864691134949221372,6
864691135562001633,864691134949221372,7
864691135067979332,864691134948244732,1
864691135700899195,864691134940950883,1
864691135274738193,864691134949221372,2
864691135662886384,864691134949221372,3
864691135294695350,864691134940757347,2
864691135490588986,864691134965328671,1
864691135596034603,864691134947959548,2
864691135490864231,864691134988450426,1
864691136025162041,864691134940739171,1
864691136578586132,864691134965735199,1
864691135939447861,864691134948423676,1
864691136976146716,864691134949221372,1
864691135114628505,864691134949221372,1
864691135703282043,864691134949221372,1
864691135418449850,864691134949221372,7
864691135490588986,864691134949368316,3
864691135184160002,864691134948373756,1
864691135618531983,864691134988437370,1
864691137020671342,864691134965343775,3
864691136905913522,864691134948352764,1
864691135013667062,864691134949221372,1
864691135865595013,864691134965415455,1
864691136126544422,864691134949221372,4
864691136925337418,864691134947959548,1
864691136912486897,864691134947936508,1
864691135455054954,864691134948224764,1
864691135294398988,864691134965694495,1
864691135066633796,864691134947793916,1
864691135392391922,864691134965184031,1
864691136008881580,864691134947959548,1
864691136086755436,864691134949221372,1
864691136010803628,864691134949221372,2
864691135496498320,864691134949221372,3
864691135786045124,864691134949221372,1
864691135858465070,864691134949221372,1
864691136021266168,864691134949221372,1
864691135807311389,864691134949221372,1
864691135292892598,864691134941168227,1
864691136311213914,864691134949221372,2
864691135785029939,864691134965735199,2
864691135778116013,864691134949221372,2
864691135410185417,864691134949221372,1
864691135760593230,864691134949221372,1
864691135764890678,864691134949221372,2
864691136378740181,864691134949221372,1
864691136390718736,864691134949221372,7
864691135060882843,864691134949221372,1
864691136331512298,864691134949221372,2
864691135118734045,864691134942077795,1
864691135954258440,864691134988453754,1
864691135725481387,864691134940964963,1
864691135343463109,864691134964469535,2
864691135338694630,864691134941168227,2
864691135742793835,864691134949221372,1
864691135429487664,864691134948287228,1
864691135571524486,864691134949221372,1
864691136443731331,864691134940946787,1
864691136906761838,864691134941168227,1
864691135446483602,864691134940872035,1
864691135337691110,864691134965296415,1
864691135540088178,864691134966051871,1
864691135656799682,864691134940963171,1
864691135492623591,864691134948244732,1
864691135517732490,864691134988437370,1
864691135974875247,864691134964430879,1
864691135587867004,864691134949221372,2
864691135491117415,864691134964430879,1
864691136120754200,864691134949221372,1
864691135772608843,864691134949221372,1
864691136274661389,864691134949219324,1
864691135988899331,864691134941168227,1
864691135573336557,864691134940739171,2
864691134948297980,864691134948297980,8
864691135954431779,864691134966710559,1
864691135954431779,864691134948352764,1
864691135562410721,864691134966852383,2
864691135273287441,864691134965175071,1
864691135741580651,864691134948377340,1
864691136595373986,864691134966178335,1
864691136196979020,864691134950034684,1
864691136008440748,864691134940970339,1
864691135214260280,864691134940963171,3
864691135975357807,864691134940836963,1
864691135703055995,864691134947423740,1
864691136041882198,864691134988437370,1
864691135538697586,864691134948278780,2
864691135194767146,864691134965184287,1
864691135990890496,864691134948373756,1
864691136026056761,864691134965403167,3
864691135490505018,864691134964469535,1
864691136031655099,864691134947936508,1
864691135565484631,864691134947962620,1
864691136364362466,864691134965184287,1
864691135850408391,864691134949774844,2
864691135572373229,864691134965175071,5
864691135476164520,864691134940970339,1
864691136117045412,864691134988450426,1
864691136484732972,864691134942667363,1
864691135342588081,864691134948263420,1
864691135518791818,864691134966263839,3
864691136290426263,864691134948287228,1
864691135618558569,864691134964430879,1
864691135884886128,864691134941168227,2
864691136907504750,864691134964823071,1
864691135784685619,864691134949774844,2
864691136066225048,864691134988437370,4
864691135969504869,864691134947962620,3
864691135518989962,864691134949219324,1
864691136451106047,864691134988946810,1
864691135784685619,864691134947959548,2
864691135866406782,864691134965612319,3
864691136065993624,864691134940970339,2
864691135499967251,864691134940757347,1
864691135688960736,864691134965597471,1
864691135462738494,864691134948377340,1
864691136084758124,864691134966852383,1
864691135272135589,864691134965735199,1
864691135194419242,864691134947962620,1
864691135868148869,864691134966051871,1
864691136227944785,864691134948278780,1
864691135526672731,864691134950034684,1
864691135954431779,864691134947962620,1
864691136452341759,864691134940970339,1
864691135258635183,864691134966178335,1
864691135517356938,864691134988450426,1
864691136620127885,864691134966178335,1
864691136091474487,864691134940906339,1
864691136992612757,864691134965634591,1
864691135387028609,864691134964430879,1
864691136489262866,864691134966178335,1
864691136390905207,864691134966710559,2
864691136117061284,864691134966710559,1
864691135564981591,864691134949219324,2
864691135890399881,864691134940726115,1
864691135442839112,864691134949221372,2
864691135563024097,864691134940757347,3
864691135866375446,864691134940946787,3
864691136288879811,864691134940739171,1
864691135258655151,864691134965428255,6
864691135490492218,864691134940726115,2
864691135492219879,864691134947936508,1
864691135341123525,864691134948377340,1
864691135212607168,864691134940836963,1
864691135929178836,864691134940726115,1
864691135920840880,864691134949368316,1
864691135853281223,864691134966710559,1
864691135518495699,864691134966710559,1
864691135911788457,864691134966263839,1
864691135569519494,864691134965403167,2
864691135778542509,864691134966710559,2
864691136814508659,864691134966710559,1
864691135570791558,864691134965612319,1
864691135593200395,864691134966710559,4
864691135270339237,864691134940950883,1
864691135640873531,864691134948352764,2
864691135292305590,864691134964733983,2
864691135525386482,864691134966852383,2
864691135572282661,864691134940836963,1
864691135214123064,864691134966263839,1
864691135397567521,864691134965343775,1
864691136484675372,864691134940950883,1
864691135662008816,864691134988902778,1
864691135234084441,864691134966710559,1
864691136336127667,864691134988437370,1
864691135518305747,864691134966710559,1
864691135741684075,864691134964690207,2
864691136903945394,864691134988437370,1
864691135810656029,864691134947423740,1
864691136267946996,864691134966710559,1
864691136268889588,864691134966710559,1
864691136927491146,864691134940739171,3
864691136444757123,864691134949219324,1
864691135739670129,864691134965184287,1
864691135119506909,864691134966051871,3
864691135890399881,864691134949219324,5
864691136136633469,864691134948287228,1
864691136546864034,864691134965230879,1
864691135082420215,864691134942221411,1
864691135375899977,864691134947793916,2
864691136846047598,864691134965403167,1
864691135593109771,864691134966710559,1
864691135571524486,864691134949368316,1
864691135518369162,864691134965184031,1
864691135415928762,864691134949087228,1
864691135809954845,864691134965735199,1
864691135323951516,864691134949774844,1
864691135196291626,864691134948423676,1
864691136927491146,864691134948373756,2
864691135975509359,864691134942221411,1
864691135686055351,864691134964469535,1
864691135387039317,864691134947793916,1
864691135808367645,864691134988881274,5
864691135938106116,864691134940970339,1
864691135866406782,864691134948377340,1
864691136314025533,864691134940739171,1
864691135891796617,864691134965428255,1
864691136597043106,864691134966791711,2
864691135686055351,864691134965184031,1
864691135764263222,864691134948263420,2
864691135489103162,864691134964733983,1
864691135208692089,864691134948287228,1
864691135182726146,864691134941168227,1
864691135615588811,864691134966710559,1
864691137197964865,864691134940836963,1
864691136966070478,864691134947959548,1
864691135375089993,864691134966710559,1
864691136099825781,864691134948272636,1
864691136067602328,864691134988437370,1
864691135889729929,864691134940950883,1
864691135716272666,864691134950034684,2
864691136556146594,864691134940950883,1
864691135756377549,864691134965403167,1
864691135234075225,864691134966852383,2
864691135233537881,864691134964690207,1
864691135325584796,864691134966791711,1
864691135082420215,864691134965343775,3
864691135499707667,864691134950034684,1
864691135926403086,864691134947793916,1
864691135778112445,864691134965184031,1
864691135519106442,864691134947959548,2
864691135891510153,864691134949221372,1
864691135447541746,864691134940726115,1
864691136011596707,864691134940869731,1
864691136125279526,864691134940970339,2
864691135538910322,864691134966178335,2
864691135785029939,864691134947962620,4
864691136137610621,864691134940906339,1
864691135850179166,864691134940836963,1
864691136336343731,864691134948373756,3
864691135119866845,864691134964469535,1
864691135587472252,864691134964823071,3
864691136066631832,864691134940970339,1
864691135346748063,864691134965190687,2
864691135859844200,864691134965694495,1
864691136041598974,864691134947962620,5
864691135732172692,864691134940781411,1
864691134965291295,864691134965291295,17
864691135565379351,864691134942221411,2
864691135385222741,864691134965263647,1
864691136237571599,864691134988450426,1
864691135441302856,864691134965190687,1
864691136445785731,864691134965403167,1
864691135571440006,864691134949519612,20
864691136194888936,864691134965263647,1
864691135783495987,864691134948423676,1
864691135118759901,864691134965403167,1
864691135388068181,864691134948352764,1
864691135516888787,864691134988437370,1
864691135389266561,864691134948423676,1
864691135595748395,864691134940726115,1
864691135618461289,864691134965735199,4
864691135807579933,864691134949774844,2
864691136484883756,864691134965403167,2
864691136010687404,864691134940757347,4
864691135235527513,864691134988902778,1
864691135749062441,864691134942077795,1
864691135362423623,864691134965328671,3
864691135655149762,864691134988437370,1
864691135886415472,864691134965735199,3
864691135754445517,864691134947959548,1
864691136484849196,864691134949368316,1
864691136424534063,864691134947962620,2
864691135938490421,864691134949087228,1
864691135373995720,864691134948421372,6
864691136925601354,864691134940964963,1
864691135644637679,864691134988881274,1
864691135342389957,864691134940781411,4
864691135323951516,864691134965848351,1
864691135739587697,864691134949737468,1
864691135696957082,864691134949219324,1
864691135492335967,864691134965694495,1
864691135388015445,864691134965332767,1
864691135853297863,864691134940836963,1
864691135565460567,864691134964733983,1
864691135361216088,864691134940836963,1
864691134886444794,864691134948762620,1
864691135940595878,864691134942221411,1
864691135341787589,864691134964469535,1
864691135693710271,864691134965415455,1
864691136539230114,864691134940781411,1
864691135865558917,864691134966791711,2
864691135997856970,864691134965848351,1
864691136363207394,864691134965735199,1
864691135567096919,864691134965184287,1
864691135124571943,864691134964430879,3
864691135257156271,864691134940970339,1
864691135781830992,864691134948659708,4
864691136537343394,864691134940970339,1
864691136925111012,864691134949087228,1
864691135577796101,864691134965332767,1
864691135948362532,864691134965735199,3
864691135883882864,864691134942077795,1
864691135395957493,864691134947423740,1
864691135493316191,864691134965735199,1
864691135294135564,864691134988881274,1
864691136922751204,864691134948377340,1
864691135928521940,864691134942077795,1
864691136742843758,864691134940727907,1
864691136042350422,864691134948263420,2
864691134965403167,864691134965403167,11
864691135292312758,864691134941168227,1
864691135848864094,864691134988437370,4
864691135754125005,864691134947959548,1
864691136933206751,864691134965263647,2
864691135563024097,864691134949087228,8
864691135942066342,864691134949519612,1
864691136436404126,864691134988453754,1
864691136523699857,864691134988946810,1
864691137199860033,864691134948352764,2
864691136309705306,864691134948421372,1
864691135586224504,864691134949219324,3
864691135164641581,864691134949519612,1
864691135404606446,864691134965612319,1
864691135518377427,864691134964823071,8
864691134885805306,864691134965402143,1
864691135774022139,864691134948223484,1
864691136090941108,864691134964690207,2
864691135942048372,864691134940869731,1
864691136268265204,864691134941168227,1
864691135856524590,864691134965402143,1
864691136125698598,864691134940869731,1
864691135731528377,864691134940950883,1
864691135503782210,864691134940836963,1
864691135163752749,864691134947985148,1
864691135468790098,864691134964455967,1
864691135015621270,864691134948423676,1
864691136452946431,864691134965612319,1
864691135609803783,864691134947959548,1
864691135343784625,864691134964447775,1
864691136091986356,864691134988946810,1
864691136923710692,864691134965612319,1
864691135758628430,864691134948377340,1
864691135504202845,864691134940950883,1
864691136236713999,864691134940950883,4
864691136362485218,864691134947959548,3
864691136766683758,864691134940964963,1
864691135066359108,864691134942077795,1
864691135346692767,864691134940964963,1
864691135969504869,864691134948423676,2
864691135971344229,864691134940757347,1
864691136288879811,864691134948373756,1
864691136992538005,864691134965328671,1
864691135942066342,864691134948373756,2
864691135890399881,864691134964823071,1
864691135585940092,864691134947959548,1
864691136336074675,864691134940726115,1
864691135852736711,864691134948421372,1
864691136209536956,864691134948423676,1
864691135988961027,864691134965291295,2
864691135864732380,864691134988450426,1
864691135441787208,864691134966263839,1
864691135939806724,864691134948244732,1
864691136238806031,864691134948244732,4
864691136523974289,864691134964455967,1
864691136143385652,864691134940781411,1
864691135731238073,864691134965634591,1
864691135594817067,864691134940869731,1
864691135565343831,864691134948263420,2
864691135969504869,864691134966051871,5
864691135474613312,864691134949368316,1
864691135343506885,864691134947962620,1
864691136032504507,864691134940963171,1
864691135577681694,864691134964447775,1
864691136032443579,864691134947959548,1
864691135493451871,864691134965403167,1
864691135343071941,864691134940950883,1
864691135561548257,864691134965597471,1
864691135868919318,864691134949737468,1
864691134940933475,864691134948377340,3
864691136116162980,864691134940906339,1
864691136389700624,864691134965428255,1
864691135660196994,864691134988450426,1
864691135990890496,864691134940739171,1
864691135716157722,864691134940781411,3
864691135214900024,864691134947423740,3
864691136287529411,864691134940964963,1
864691135496578448,864691134947962620,1
864691136008542126,864691134965291295,1
864691135865844862,864691134940739171,1
864691135464292421,864691134940781411,1
864691136274580749,864691134965634591,1
864691134965634591,864691134965634591,9
864691135495139472,864691134965634591,6
864691135429285680,864691134965634591,1
864691136423071791,864691134949219324,1
864691135510888912,864691134988437370,1
864691135942924148,864691134948373756,1
864691135741817236,864691134940739171,1
864691135490607463,864691134965343775,1
864691135778291133,864691134965597471,1
864691135431456816,864691134940739171,1
864691135755632594,864691134949368316,1
864691135614143947,864691134947962620,1
864691135196752170,864691134965184287,1
864691135277328613,864691134949219324,1
864691135281208481,864691134965428255,4
864691135491482215,864691134949774844,2
864691135817803599,864691134948263420,1
864691136010128812,864691134948373756,1
864691135742998379,864691134940739171,1
